caseid,agearr10,age_group,sex,marital_status,number_of_children,alcohol_consumption,smoking_status,stresslevel,source_of_stress,hours_worked,job_satisfication,discrimination_Frequency,ourdoor_activities,living_standard,health_level,personal_relationship_level,apperance_level,stress
316,96,1,2,6,0,4,3,3,4,6,6,6,2,8,9,8,7,A bit stressful
317,96,7,2,4,0,7,3,1,96,1,6,6,2,10,10,10,9,Not at all stressful
318,96,7,2,1,0,5,3,3,3,6,6,6,2,9,9,7,9,A bit stressful
319,96,5,2,1,0,3,3,3,1,3,6,6,2,10,10,10,8,A bit stressful
320,96,2,2,1,2,4,3,3,3,3,6,6,2,9,8,10,6,A bit stressful
321,96,6,1,1,0,3,3,2,3,6,6,6,2,6,6,9,6,Not very stressful
322,96,5,2,1,0,2,3,2,3,3,1,6,2,10,8,9,4,Not very stressful
323,96,6,1,1,0,3,3,2,6,6,6,6,2,7,6,7,5,Not very stressful
324,3,2,1,1,2,7,3,2,7,6,6,6,2,10,10,10,10,Not very stressful
325,96,7,2,5,0,7,3,2,3,6,6,6,1,9,6,7,9,Not very stressful
326,2,1,2,6,0,5,3,3,4,1,4,3,2,9,5,8,7,A bit stressful
327,4,4,2,1,2,7,3,1,96,3,1,6,2,10,10,10,8,Not at all stressful
328,96,2,1,1,1,5,3,2,5,3,1,6,2,10,8,8,8,Not very stressful
329,96,6,2,1,0,7,3,2,6,6,6,6,1,8,5,8,6,Not very stressful
330,96,7,2,1,0,2,3,2,6,6,6,6,2,8,6,7,7,Not very stressful
331,96,5,2,3,2,5,3,1,96,6,6,6,1,8,9,9,8,Not at all stressful
332,96,7,1,1,0,3,3,3,6,6,6,6,1,8,8,8,8,A bit stressful
333,96,7,2,3,0,7,3,1,96,6,6,6,2,10,10,7,9,Not at all stressful
334,4,3,1,6,0,7,1,4,2,3,3,3,1,7,9,10,7,Quite A bit stressful
335,96,2,2,2,2,4,3,3,1,3,2,6,2,7,7,6,7,A bit stressful
336,96,3,1,2,0,1,1,3,2,1,6,2,2,10,3,7,10,A bit stressful
337,96,6,2,1,0,5,3,3,5,2,1,6,2,9,8,9,7,A bit stressful
338,96,3,2,1,2,4,3,3,5,3,3,6,2,9,9,9,9,A bit stressful
339,96,4,1,2,1,1,3,3,1,4,2,6,1,7,6,3,5,A bit stressful
340,96,4,2,6,0,6,3,3,1,4,1,6,2,10,9,9,8,A bit stressful
341,96,4,1,1,3,4,3,3,1,4,6,6,2,7,7,7,7,A bit stressful
342,96,5,2,1,0,2,3,2,3,1,6,6,1,10,10,9,9,Not very stressful
343,4,6,1,1,0,3,3,1,96,6,6,6,2,10,9,9,8,Not at all stressful
344,96,6,1,5,0,1,1,1,96,3,1,6,1,10,7,3,10,Not at all stressful
345,1,2,2,1,1,7,3,3,5,3,2,6,1,8,8,8,8,A bit stressful
346,96,5,2,1,0,4,3,3,5,3,1,3,2,8,8,9,9,A bit stressful
347,96,6,2,1,0,3,3,1,96,6,6,6,2,10,10,10,9,Not at all stressful
348,96,1,2,6,0,4,3,3,4,3,1,6,2,10,10,9,8,A bit stressful
349,96,4,1,2,0,2,3,1,96,3,2,6,2,7,6,8,7,Not at all stressful
350,96,6,2,1,0,2,2,3,3,6,6,6,2,8,8,8,5,A bit stressful
351,96,3,2,6,0,5,1,4,2,3,5,6,2,3,8,2,4,Quite A bit stressful
352,96,4,1,5,0,2,3,3,2,4,1,6,2,9,9,9,9,A bit stressful
353,96,3,1,6,0,7,3,1,96,6,6,6,2,6,4,9,5,Not at all stressful
354,96,5,1,2,0,1,3,1,96,4,1,6,2,10,10,10,8,Not at all stressful
355,96,2,2,2,0,3,3,3,5,3,1,6,2,8,8,8,8,A bit stressful
356,96,5,1,1,0,2,3,3,1,3,2,6,2,8,8,9,8,A bit stressful
357,96,6,1,1,0,2,3,2,5,6,6,6,2,10,5,7,7,Not very stressful
358,96,3,1,4,1,6,3,3,3,3,1,6,2,7,6,7,7,A bit stressful
359,96,5,2,5,0,6,3,3,2,6,6,6,1,7,5,6,7,A bit stressful
360,96,5,2,1,0,5,3,4,1,3,4,6,2,7,7,8,3,Quite A bit stressful
361,96,2,1,6,0,5,3,4,1,4,1,6,2,10,8,9,8,Quite A bit stressful
362,96,5,2,1,0,7,3,2,5,6,6,6,2,10,8,9,7,Not very stressful
363,96,1,1,6,0,4,3,2,5,3,2,6,2,8,10,8,8,Not very stressful
364,96,1,1,6,0,7,3,1,96,1,6,6,2,10,10,10,10,Not at all stressful
365,96,5,1,1,0,5,3,2,5,6,6,6,2,10,9,10,10,Not very stressful
366,96,1,1,6,1,4,3,3,4,6,6,6,2,9,9,8,5,A bit stressful
367,96,5,2,1,0,6,1,1,96,6,6,6,1,8,10,10,10,Not at all stressful
368,96,3,2,1,0,4,3,2,2,3,2,6,2,7,9,9,8,Not very stressful
369,3,3,2,6,0,7,3,3,1,3,2,6,2,7,7,2,8,A bit stressful
370,96,5,2,1,0,4,3,2,3,6,6,6,1,6,3,8,7,Not very stressful
371,96,4,2,1,0,6,3,3,3,4,2,6,2,10,9,8,7,A bit stressful
372,96,5,1,1,0,3,1,1,96,6,6,6,2,10,8,10,8,Not at all stressful
373,3,3,2,1,1,7,3,2,2,3,2,6,2,7,8,8,7,Not very stressful
374,96,3,2,2,2,6,1,3,5,3,2,1,2,7,7,10,8,A bit stressful
375,96,3,1,2,0,1,3,3,1,4,1,6,2,7,9,9,7,A bit stressful
376,96,5,2,1,0,6,3,2,6,6,6,6,1,10,4,10,6,Not very stressful
377,96,6,2,3,0,5,3,2,3,6,6,6,1,7,7,10,9,Not very stressful
378,96,7,1,1,0,5,3,1,96,6,6,6,2,10,10,10,8,Not at all stressful
379,3,5,2,3,0,7,3,1,96,3,1,6,1,10,10,10,10,Not at all stressful
380,96,7,2,1,0,4,3,2,6,6,6,6,1,8,6,8,8,Not very stressful
381,96,4,1,1,0,5,3,3,2,4,1,6,2,7,8,9,8,A bit stressful
382,96,4,1,2,0,3,3,2,2,3,1,6,2,10,8,8,10,Not very stressful
383,1,2,2,1,1,6,3,2,7,2,2,6,2,8,9,10,9,Not very stressful
384,96,5,2,1,0,3,3,1,96,6,6,6,2,8,10,10,7,Not at all stressful
385,96,3,2,6,0,6,3,3,1,2,2,6,1,10,10,5,8,A bit stressful
386,96,4,2,1,0,5,1,2,2,1,6,6,2,8,5,5,4,Not very stressful
387,96,1,2,6,0,3,3,2,1,3,1,6,2,10,10,10,10,Not very stressful
388,96,4,2,4,0,1,3,4,1,3,5,6,2,4,4,0,4,Quite A bit stressful
389,96,2,2,6,1,2,1,4,2,3,2,6,2,7,7,8,7,Quite A bit stressful
390,2,6,2,3,0,7,3,2,2,4,6,1,2,10,10,10,10,Not very stressful
391,96,4,1,6,0,2,3,3,2,3,1,6,2,4,8,8,7,A bit stressful
392,2,1,1,6,3,4,3,2,4,4,2,6,2,8,8,5,8,Not very stressful
393,1,4,2,6,1,7,3,4,2,6,6,6,2,3,4,3,8,Quite A bit stressful
394,96,1,2,1,0,6,3,2,2,3,2,6,2,8,9,9,7,Not very stressful
395,96,6,2,6,0,3,3,1,96,6,6,6,2,8,5,7,7,Not at all stressful
396,2,6,1,3,0,6,3,4,7,6,6,6,2,8,9,8,8,Quite A bit stressful
397,96,6,2,5,0,5,3,2,2,3,6,6,2,5,8,9,7,Not very stressful
398,3,7,1,1,0,1,3,1,96,6,6,6,1,10,6,10,7,Not at all stressful
399,3,7,2,3,0,6,3,4,3,6,6,6,1,8,7,9,8,Quite A bit stressful
400,96,5,2,5,0,6,3,5,2,6,6,6,1,5,5,6,6,Extremely stressful
401,96,4,1,1,0,6,3,4,2,3,2,6,2,7,3,5,7,Quite A bit stressful
402,96,1,2,6,0,6,2,3,1,3,1,2,2,7,8,7,8,A bit stressful
403,4,4,2,5,0,7,3,5,1,3,2,6,2,9,8,7,9,Extremely stressful
404,96,4,1,6,1,4,1,4,3,3,3,6,2,7,7,6,8,Quite A bit stressful
405,96,4,2,1,1,5,3,3,5,6,6,6,2,7,9,8,8,A bit stressful
406,96,4,1,1,1,3,3,4,1,4,2,6,2,10,8,8,10,Quite A bit stressful
407,96,5,1,1,0,6,3,3,2,4,6,6,1,3,2,9,2,A bit stressful
408,96,4,2,1,0,4,2,3,1,3,2,6,2,10,8,8,8,A bit stressful
409,96,3,2,6,0,5,3,2,4,2,4,6,1,9,9,4,5,Not very stressful
410,96,5,2,1,0,5,3,3,3,6,6,6,2,8,7,8,7,A bit stressful
411,96,6,2,1,0,5,3,1,96,6,6,6,2,8,8,10,8,Not at all stressful
412,3,6,2,1,0,4,3,2,3,6,6,6,1,9,8,8,6,Not very stressful
413,96,7,2,3,0,3,3,3,7,6,6,6,1,9,9,8,9,A bit stressful
414,96,3,1,6,0,4,1,3,1,4,6,3,2,8,6,6,8,A bit stressful
415,96,7,2,1,0,6,3,3,3,6,6,6,1,6,7,8,9,A bit stressful
416,96,1,1,6,0,3,3,2,4,6,6,6,2,7,7,8,6,Not very stressful
417,96,4,2,5,0,5,3,3,5,4,2,6,2,9,6,7,9,A bit stressful
418,4,3,2,4,2,6,3,3,6,6,6,6,2,7,8,8,10,A bit stressful
419,96,6,2,3,0,1,2,1,96,6,6,6,1,10,10,10,10,Not at all stressful
420,96,3,1,1,2,5,3,2,2,4,2,6,2,6,7,8,8,Not very stressful
421,2,6,1,4,0,5,2,3,2,6,6,6,1,5,5,5,5,A bit stressful
422,96,4,1,1,1,7,3,3,3,3,1,6,2,8,8,9,7,A bit stressful
423,3,4,2,6,0,7,1,2,7,3,1,6,2,7,10,5,10,Not very stressful
424,96,5,1,1,0,3,3,4,7,6,6,6,2,7,7,8,7,Quite A bit stressful
425,3,2,2,1,1,7,3,3,2,3,2,6,1,7,10,10,7,A bit stressful
426,96,5,2,3,0,7,3,2,7,6,6,6,1,5,5,8,0,Not very stressful
427,96,3,1,2,3,5,3,3,1,3,2,6,2,8,8,8,8,A bit stressful
428,96,5,1,6,0,7,1,3,3,6,6,6,1,8,6,10,10,A bit stressful
429,96,3,1,6,0,5,3,2,2,3,1,6,1,10,9,10,7,Not very stressful
430,96,6,2,6,0,7,3,5,7,6,6,6,1,4,2,3,0,Extremely stressful
431,96,4,1,2,0,6,1,3,1,4,2,6,2,7,7,8,7,A bit stressful
432,96,5,1,6,0,5,3,2,2,3,2,6,2,7,7,7,7,Not very stressful
433,96,4,2,1,1,4,3,3,5,3,1,6,2,9,7,9,6,A bit stressful
434,96,4,2,1,0,5,3,3,1,3,2,1,2,8,7,9,6,A bit stressful
435,96,2,1,1,0,3,2,3,5,3,6,6,2,8,7,9,7,A bit stressful
436,96,6,2,1,0,5,3,7,3,6,6,6,2,10,8,8,7,Extremely stressful
437,96,6,2,5,0,6,3,2,2,1,6,6,2,4,7,8,5,Not very stressful
438,96,6,1,1,0,3,3,3,6,6,6,6,2,7,5,8,5,A bit stressful
439,96,5,2,1,0,4,3,3,1,3,2,6,2,8,4,6,8,A bit stressful
440,96,5,1,2,0,5,3,3,1,3,1,6,2,8,8,8,7,A bit stressful
441,4,6,2,1,0,7,3,3,3,6,6,6,1,8,10,10,10,A bit stressful
442,96,2,2,6,0,5,1,3,2,3,2,6,2,9,7,10,7,A bit stressful
443,96,5,1,1,0,5,1,1,96,3,6,6,2,7,5,10,7,Not at all stressful
444,96,4,2,6,0,2,3,2,5,4,2,6,2,8,8,8,7,Not very stressful
445,2,3,2,1,2,3,3,3,5,3,2,6,2,8,5,8,4,A bit stressful
446,1,6,1,1,0,5,3,2,2,3,6,6,1,9,9,10,8,Not very stressful
447,5,5,2,1,0,7,3,3,5,3,1,6,1,8,9,8,8,A bit stressful
448,96,5,2,1,0,2,3,4,2,6,6,6,1,8,4,5,5,Quite A bit stressful
449,96,6,1,5,0,4,3,3,5,4,2,6,2,7,8,10,8,A bit stressful
450,96,3,1,2,2,4,3,2,2,3,1,6,2,8,8,9,6,Not very stressful
451,3,3,1,1,3,4,3,1,96,3,2,6,2,8,10,8,8,Not at all stressful
452,3,6,2,1,0,7,3,2,6,6,6,6,1,10,5,10,10,Not very stressful
453,96,5,2,2,0,3,3,1,96,3,6,4,1,7,10,10,7,Not at all stressful
454,96,6,2,2,0,7,3,2,5,6,6,6,2,8,10,6,9,Not very stressful
455,99,4,2,1,0,7,3,2,6,3,6,6,2,8,7,9,5,Not very stressful
456,96,3,1,1,3,2,3,3,1,3,2,6,2,8,7,8,7,A bit stressful
457,96,6,2,1,0,5,3,2,6,6,6,6,2,8,5,10,8,Not very stressful
458,96,6,2,1,0,5,3,2,6,6,6,6,1,8,0,8,8,Not very stressful
459,96,7,2,3,1,5,3,1,96,6,6,6,1,8,8,8,8,Not at all stressful
460,1,5,1,1,0,2,3,3,3,3,2,6,1,8,8,9,8,A bit stressful
461,99,3,1,1,3,6,3,3,4,6,6,6,2,7,7,8,8,A bit stressful
462,96,4,2,1,2,6,3,3,5,3,2,6,2,5,7,9,7,A bit stressful
463,96,7,1,1,0,1,3,2,3,6,6,6,2,10,7,9,10,Not very stressful
464,5,3,2,1,3,7,3,3,2,6,6,6,1,10,9,6,7,A bit stressful
465,96,6,2,1,0,6,3,4,6,6,6,6,1,10,5,10,10,Quite A bit stressful
466,96,5,2,5,0,7,3,3,3,1,6,6,1,5,4,8,5,A bit stressful
467,96,5,2,6,0,4,3,1,96,3,6,6,2,8,8,8,8,Not at all stressful
468,96,7,1,1,0,2,3,2,1,4,6,6,2,7,7,7,7,Not very stressful
469,96,3,2,6,0,4,3,4,1,4,2,1,2,10,7,8,7,Quite A bit stressful
470,96,2,2,5,3,2,1,3,5,3,5,6,2,9,5,10,2,A bit stressful
471,96,6,2,1,0,4,3,2,6,6,6,6,1,10,8,8,5,Not very stressful
472,96,2,2,1,0,2,3,3,1,3,2,6,2,8,9,10,8,A bit stressful
473,96,4,1,5,0,5,1,3,1,4,6,6,2,10,10,5,10,A bit stressful
474,96,4,2,2,0,6,1,3,6,3,2,6,2,7,7,9,8,A bit stressful
475,96,7,1,1,0,6,3,3,2,6,6,6,2,7,8,7,8,A bit stressful
476,96,4,2,2,1,7,3,3,1,3,1,6,1,5,5,5,4,A bit stressful
477,96,4,2,1,0,2,3,4,6,6,6,6,1,5,0,5,0,Quite A bit stressful
478,4,4,1,5,0,5,3,3,1,3,2,6,1,6,8,6,7,A bit stressful
479,3,3,1,5,0,6,3,1,96,4,1,6,2,10,10,10,10,Not at all stressful
480,3,4,1,1,0,4,3,3,2,4,2,6,2,6,6,6,8,A bit stressful
481,5,5,2,1,0,6,3,1,96,4,2,6,2,8,8,8,8,Not at all stressful
482,96,5,2,1,0,3,3,2,5,2,2,2,2,9,7,9,7,Not very stressful
483,96,7,2,3,0,6,3,2,6,6,6,6,1,8,5,9,6,Not very stressful
484,4,3,1,1,2,3,3,4,1,3,2,1,2,4,8,10,7,Quite A bit stressful
485,96,2,2,6,0,5,3,3,5,3,2,6,1,7,8,7,9,A bit stressful
486,96,5,1,6,0,7,3,2,3,6,6,6,1,6,6,5,7,Not very stressful
487,96,3,2,1,2,6,3,4,1,4,6,6,1,7,5,6,2,Quite A bit stressful
488,96,1,1,6,0,2,3,3,4,2,2,6,2,10,7,10,8,A bit stressful
489,96,4,1,2,0,2,3,2,1,4,2,1,1,8,8,9,8,Not very stressful
490,96,5,2,1,0,7,3,2,3,1,6,6,2,10,9,6,4,Not very stressful
491,96,2,1,2,0,2,2,3,1,3,2,6,2,9,7,7,7,A bit stressful
492,96,7,1,1,0,1,3,3,5,6,6,6,2,8,8,9,7,A bit stressful
493,96,5,2,1,0,5,3,3,1,3,6,6,1,10,9,9,8,A bit stressful
494,96,3,1,6,0,5,3,3,3,3,2,6,2,7,7,7,8,A bit stressful
495,96,5,2,6,0,3,3,3,3,3,1,6,1,8,7,7,6,A bit stressful
496,96,2,1,5,0,5,3,3,1,3,2,6,1,9,10,10,10,A bit stressful
497,96,2,1,6,0,3,3,2,2,3,2,6,1,7,7,10,7,Not very stressful
498,96,3,2,5,2,6,3,1,96,2,6,6,2,8,10,8,10,Not at all stressful
499,96,7,2,5,0,2,3,2,7,6,6,6,2,9,8,9,8,Not very stressful
500,96,6,2,3,0,5,3,4,3,6,6,6,1,8,6,6,6,Quite A bit stressful
501,3,7,1,6,0,1,1,2,7,6,6,6,1,8,8,7,8,Not very stressful
502,96,5,1,1,0,2,3,4,5,4,1,6,2,10,9,7,7,Quite A bit stressful
503,96,4,2,5,0,2,1,2,1,4,1,6,2,9,7,10,6,Not very stressful
504,96,3,1,6,1,2,3,1,96,3,4,6,1,6,8,1,6,Not at all stressful
505,96,2,2,6,0,7,1,3,6,6,6,6,2,10,8,10,10,A bit stressful
506,3,7,1,6,0,4,3,5,97,6,6,6,1,10,10,10,10,Extremely stressful
507,96,2,1,6,0,3,1,3,2,4,2,6,1,8,8,10,10,A bit stressful
508,96,6,2,6,0,5,3,3,3,6,6,6,2,9,9,9,5,A bit stressful
509,96,2,1,4,1,5,1,5,2,4,6,6,2,10,10,9,10,Extremely stressful
510,96,4,2,1,0,7,3,3,1,3,2,6,1,8,8,8,6,A bit stressful
511,96,5,2,1,0,5,3,2,6,6,6,6,2,10,5,9,5,Not very stressful
512,96,1,2,6,0,7,3,2,4,1,6,6,2,9,9,9,8,Not very stressful
513,96,7,2,3,0,3,3,3,3,6,6,6,1,7,7,4,8,A bit stressful
514,96,5,2,1,0,4,3,4,5,4,6,3,7,10,0,5,5,Quite A bit stressful
515,1,5,2,6,0,4,1,3,2,3,1,6,2,7,8,9,7,A bit stressful
516,96,3,1,6,0,4,3,1,96,9,6,6,2,10,10,10,10,Not at all stressful
517,96,4,2,1,0,7,3,3,7,3,1,6,2,10,8,7,8,A bit stressful
518,96,1,2,6,0,5,3,4,4,6,6,6,1,10,7,8,5,Quite A bit stressful
519,96,4,1,6,0,6,3,2,5,3,6,6,2,8,8,8,8,Not very stressful
520,3,2,2,1,1,4,3,2,5,6,6,6,2,9,7,8,4,Not very stressful
521,96,6,1,2,0,3,3,2,7,6,6,6,2,10,10,10,10,Not very stressful
522,96,4,2,6,0,5,1,3,5,4,1,6,2,7,1,0,0,A bit stressful
523,96,2,1,1,1,2,1,2,2,3,6,6,2,6,6,10,8,Not very stressful
524,96,1,1,6,0,3,3,2,2,2,1,6,2,8,9,10,7,Not very stressful
525,96,7,2,3,0,6,3,1,96,6,6,6,1,10,5,10,10,Not at all stressful
526,96,3,2,5,2,4,1,3,3,3,4,2,2,6,7,5,7,A bit stressful
527,96,1,1,6,0,1,2,3,4,2,6,6,2,10,8,8,9,A bit stressful
528,3,6,2,1,0,7,3,3,1,3,6,6,1,8,10,10,8,A bit stressful
529,96,4,1,1,0,2,3,3,7,3,1,6,2,8,6,9,5,A bit stressful
530,96,5,2,1,0,6,1,1,96,6,6,6,2,10,8,10,10,Not at all stressful
531,96,2,1,1,1,7,3,4,1,3,3,2,2,5,8,8,7,Quite A bit stressful
532,96,7,1,3,0,1,3,2,3,1,6,6,2,10,8,10,7,Not very stressful
533,96,5,1,6,0,7,3,2,1,3,1,6,1,9,9,2,5,Not very stressful
534,96,5,1,1,0,7,3,1,96,4,1,6,2,10,8,10,10,Not at all stressful
535,96,5,1,1,0,2,3,2,7,6,6,6,2,9,9,9,9,Not very stressful
536,96,3,2,5,0,5,3,3,2,9,9,6,1,5,5,5,10,A bit stressful
537,96,4,1,1,0,5,3,2,3,4,6,6,2,10,8,10,7,Not very stressful
538,3,4,1,5,0,7,3,3,3,2,6,6,2,8,8,7,7,A bit stressful
539,96,2,1,6,0,5,3,3,2,3,2,6,2,8,2,2,2,A bit stressful
540,96,6,1,6,0,6,3,1,96,6,6,6,2,7,7,5,6,Not at all stressful
541,96,3,1,1,1,2,3,3,1,4,2,6,2,9,8,9,6,A bit stressful
542,96,5,2,1,0,1,3,4,3,2,2,6,1,8,7,8,6,Quite A bit stressful
543,96,3,2,1,2,6,3,3,3,1,1,6,2,10,8,10,9,A bit stressful
544,4,6,2,1,0,4,3,3,5,6,6,6,2,9,10,10,10,A bit stressful
545,96,5,2,3,0,7,3,3,2,9,9,6,1,3,6,5,5,A bit stressful
546,96,4,1,1,0,2,3,4,1,3,1,6,2,10,9,7,7,Quite A bit stressful
547,96,7,1,5,0,6,3,1,96,6,6,6,1,8,9,10,10,Not at all stressful
548,96,6,2,1,0,1,1,2,3,1,6,6,2,5,5,7,7,Not very stressful
549,96,5,2,1,0,4,3,2,3,2,6,6,2,8,6,9,7,Not very stressful
550,96,2,1,6,0,5,3,3,4,2,6,6,2,7,7,6,8,A bit stressful
551,96,2,1,1,0,3,3,2,2,2,6,6,2,4,7,8,4,Not very stressful
552,96,2,1,1,1,4,3,3,4,6,6,6,2,9,8,9,7,A bit stressful
553,96,2,1,6,0,5,3,4,2,3,3,6,2,5,7,9,8,Quite A bit stressful
554,96,4,1,4,0,7,3,2,1,3,2,6,1,9,7,9,8,Not very stressful
555,96,5,1,1,0,2,3,2,2,6,6,6,2,7,6,9,8,Not very stressful
556,96,6,2,1,0,3,3,2,3,3,1,6,2,9,8,9,6,Not very stressful
557,96,3,1,5,0,5,1,4,1,4,6,6,1,5,10,10,10,Quite A bit stressful
558,96,3,2,1,1,5,3,4,5,3,2,6,2,97,6,97,7,Quite A bit stressful
559,96,1,1,6,0,6,3,2,5,3,2,3,2,8,7,6,5,Not very stressful
560,96,2,1,1,2,3,3,3,1,3,2,6,2,9,9,8,7,A bit stressful
561,96,3,1,4,2,3,3,3,5,4,1,6,2,8,8,7,8,A bit stressful
562,3,4,2,1,1,5,3,5,1,4,6,6,2,8,4,3,8,Extremely stressful
563,96,2,1,2,1,3,3,4,1,4,2,6,2,8,6,9,8,Quite A bit stressful
564,2,5,2,6,0,7,3,3,3,3,1,6,1,7,8,5,8,A bit stressful
565,96,6,1,1,2,3,3,3,6,6,6,6,1,5,3,4,4,A bit stressful
566,96,4,2,2,0,5,3,4,6,3,2,6,9,5,2,5,6,Quite A bit stressful
567,96,3,1,4,2,3,1,3,5,3,6,6,2,7,7,5,7,A bit stressful
568,96,2,1,1,2,5,3,1,96,3,1,6,2,8,7,7,7,Not at all stressful
569,96,4,1,1,0,3,3,1,96,3,1,6,2,6,8,6,7,Not at all stressful
570,96,4,1,1,1,1,2,3,2,4,6,6,2,5,5,9,7,A bit stressful
571,96,5,1,6,0,4,3,3,5,2,6,6,2,7,4,4,3,A bit stressful
572,4,5,2,1,0,7,3,4,2,3,1,6,2,8,9,10,9,Quite A bit stressful
573,4,4,2,2,0,6,3,3,1,2,2,6,2,9,8,8,8,A bit stressful
574,96,3,2,1,3,5,3,3,1,3,1,6,2,8,8,10,8,A bit stressful
575,96,4,1,5,0,2,3,5,2,4,3,3,2,7,4,0,4,Extremely stressful
576,96,4,2,5,0,3,3,4,2,3,2,2,2,4,9,7,8,Quite A bit stressful
577,96,1,2,2,0,6,3,4,1,3,2,6,1,8,8,10,7,Quite A bit stressful
578,96,5,1,1,0,1,3,5,3,6,6,6,2,9,9,10,10,Extremely stressful
579,96,6,1,1,0,1,3,1,96,4,6,6,2,10,10,10,9,Not at all stressful
580,96,4,2,5,0,6,3,3,2,3,2,2,2,5,10,10,10,A bit stressful
581,96,6,2,1,0,5,3,1,96,6,6,6,2,10,8,10,8,Not at all stressful
582,96,3,1,1,1,1,1,2,1,4,1,6,1,10,10,10,10,Not very stressful
583,5,7,2,1,0,2,3,2,6,6,6,6,1,9,0,7,8,Not very stressful
584,96,4,2,1,0,3,3,3,7,2,2,6,2,9,8,10,7,A bit stressful
585,96,6,1,1,0,5,1,3,3,3,2,6,2,9,9,9,9,A bit stressful
586,96,4,2,1,2,5,3,2,5,3,6,6,2,10,9,10,10,Not very stressful
587,96,6,2,1,0,3,3,2,3,6,6,6,2,6,7,8,5,Not very stressful
588,3,2,2,1,1,4,3,2,5,3,2,6,2,97,97,97,97,Not very stressful
589,96,5,1,3,0,7,3,3,6,6,6,6,2,10,9,10,10,A bit stressful
590,96,3,2,6,1,5,1,3,2,2,3,6,2,4,9,7,8,A bit stressful
591,96,3,2,6,0,7,3,3,2,3,2,6,2,7,7,7,8,A bit stressful
592,96,4,1,1,0,4,3,3,5,3,6,6,2,8,9,8,8,A bit stressful
593,4,3,2,1,1,4,3,2,2,3,2,6,2,9,9,10,8,Not very stressful
594,3,4,2,1,2,5,3,2,2,6,6,6,2,8,8,10,8,Not very stressful
595,4,7,2,3,0,6,3,2,97,6,6,6,1,10,6,9,8,Not very stressful
596,96,4,2,5,0,5,3,3,5,3,6,6,2,7,5,4,4,A bit stressful
597,96,2,1,1,2,5,3,3,3,3,2,6,1,9,7,6,9,A bit stressful
598,3,7,1,1,0,7,3,3,2,3,6,2,1,10,5,10,10,A bit stressful
599,96,6,1,1,0,6,3,2,3,6,6,6,2,9,7,9,8,Not very stressful
600,2,3,1,1,2,6,3,4,2,6,6,6,1,3,5,5,5,Quite A bit stressful
601,96,1,1,6,0,4,3,1,96,3,6,6,2,8,10,10,10,Not at all stressful
602,3,3,2,5,1,97,7,7,97,4,6,2,2,97,97,97,97,Extremely stressful
603,96,1,2,6,0,3,3,5,4,3,6,6,2,10,8,8,9,Extremely stressful
604,96,6,1,3,0,6,3,2,3,6,6,6,2,7,7,6,8,Not very stressful
605,96,3,1,6,0,3,3,4,1,4,1,6,2,7,8,6,8,Quite A bit stressful
606,96,6,2,1,0,7,3,2,3,6,6,6,2,9,10,10,8,Not very stressful
607,96,5,1,1,0,5,1,2,6,6,6,6,2,8,6,7,7,Not very stressful
608,96,2,2,6,2,4,3,4,2,6,6,6,1,5,7,2,8,Quite A bit stressful
609,96,5,2,5,0,5,3,3,1,3,1,1,2,8,10,7,10,A bit stressful
610,96,6,2,4,0,2,3,2,2,6,6,6,2,8,10,7,10,Not very stressful
611,3,3,2,1,0,7,3,4,2,3,2,6,2,3,7,7,6,Quite A bit stressful
612,96,3,1,1,3,3,3,3,5,4,1,6,2,8,8,6,8,A bit stressful
613,96,2,1,2,0,2,2,2,2,3,2,6,2,8,9,10,7,Not very stressful
614,96,7,2,6,0,3,3,2,6,6,6,6,1,8,7,8,6,Not very stressful
615,96,4,2,5,0,6,3,4,1,4,1,2,2,9,9,7,10,Quite A bit stressful
616,2,6,2,5,0,5,3,3,3,4,2,6,1,5,8,8,8,A bit stressful
617,96,4,1,1,1,5,3,4,1,4,6,6,2,9,8,8,7,Quite A bit stressful
618,96,5,2,6,0,6,1,2,3,3,2,6,2,7,7,10,10,Not very stressful
619,96,2,2,1,2,5,3,3,3,4,2,6,2,8,8,6,6,A bit stressful
620,1,1,2,6,1,4,3,2,2,3,1,6,2,6,9,9,8,Not very stressful
621,1,5,1,1,0,5,3,4,5,3,3,6,2,5,7,7,7,Quite A bit stressful
622,2,1,2,6,0,6,3,2,4,3,1,6,1,10,10,10,10,Not very stressful
623,96,7,2,1,0,5,3,3,3,4,6,6,2,8,8,8,7,A bit stressful
624,96,5,2,1,0,2,3,4,3,4,1,6,2,6,9,9,9,Quite A bit stressful
625,96,3,1,1,3,7,3,2,2,1,6,6,2,2,8,10,8,Not very stressful
626,96,6,1,5,0,7,3,2,2,6,6,6,2,2,3,2,2,Not very stressful
627,96,6,1,6,0,6,3,1,96,6,6,6,2,8,10,10,5,Not at all stressful
628,96,2,2,2,0,4,3,2,2,3,2,6,2,9,8,9,8,Not very stressful
629,96,6,1,1,0,3,3,2,6,6,6,6,1,8,7,8,8,Not very stressful
630,1,5,2,1,0,2,3,2,5,6,6,6,2,9,10,9,8,Not very stressful
631,96,4,2,2,0,4,3,2,2,3,6,6,2,7,8,7,8,Not very stressful
632,96,6,1,6,0,1,3,2,6,6,6,6,1,5,0,8,8,Not very stressful
633,96,7,1,5,0,2,3,3,3,6,6,6,2,10,9,8,8,A bit stressful
